,,,,,,,,,
REF_STATE_NAME,REF_COUNTY_NAME,REF_COMMUN_NAME,PRODUCT_EFFECTIVE_DATE,,,,,,
,,"SOUTH BRANCH,  TOWNSHIP OF Total",,,,,,,
,CRAWFORD COUNTY Total,,,,,,,,
,DELTA COUNTY,"BALDWIN, TOWNSHIP OF",6/8/98,,,,,,
,,"BALDWIN, TOWNSHIP OF Total",,,,,,,
,,"BARK RIVER, TOWNSHIP OF",6/8/98,,,,,,
,,"BARK RIVER, TOWNSHIP OF Total",,,,,,,
,,"BAY DE NOC, TOWNSHIP OF",6/8/98,,,,,,
,,"BAY DE NOC, TOWNSHIP OF Total",,,,,,,
,,"BRAMPTON, TOWNSHIP OF",6/8/98,,,,,,
,,"BRAMPTON, TOWNSHIP OF Total",,,,,,,
,,"CORNELL, TOWNSHIP OF",6/8/98,,,,,,
,,"CORNELL, TOWNSHIP OF Total",,,,,,,
,,DELTA COUNTY ALL JURISDICTIONS,6/8/98,,,,,,
,,DELTA COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"ENSIGN, TOWNSHIP OF",6/8/98,,,,,,
,,"ENSIGN, TOWNSHIP OF Total",,,,,,,
,,"ESCANABA, CITY OF",6/8/98,,,,,,
,,"ESCANABA, CITY OF Total",,,,,,,
,,"ESCANABA, TOWNSHIP OF",6/8/98,,,,,,
,,"ESCANABA, TOWNSHIP OF Total",,,,,,,
,,"FAIRBANKS, TOWNSHIP OF",6/8/98,,,,,,
,,"FAIRBANKS, TOWNSHIP OF Total",,,,,,,
,,"FORD RIVER, TOWNSHIP OF",6/8/98,,,,,,
,,"FORD RIVER, TOWNSHIP OF Total",,,,,,,
,,"GARDEN, TOWNSHIP OF",6/8/98,,,,,,
,,"GARDEN, TOWNSHIP OF Total",,,,,,,
,,"GARDEN, VILLAGE OF",6/8/98,,,,,,
,,"GARDEN, VILLAGE OF Total",,,,,,,
,,"GLADSTONE, CITY OF",6/8/98,,,,,,
,,"GLADSTONE, CITY OF Total",,,,,,,
,,HANNAHVILLE INDIAN COMMUNITY,10/16/12,,,,,,
,,HANNAHVILLE INDIAN COMMUNITY Total,,,,,,,
,,"MAPLE RIDGE, TOWNSHIP OF",6/8/98,,,,,,
,,"MAPLE RIDGE, TOWNSHIP OF Total",,,,,,,
,,"MASONVILLE, TOWNSHIP OF",6/8/98,,,,,,
,,"MASONVILLE, TOWNSHIP OF Total",,,,,,,
,,"NAHMA, TOWNSHIP OF",6/8/98,,,,,,
,,"NAHMA, TOWNSHIP OF Total",,,,,,,
,,"WELLS, TOWNSHIP OF",6/8/98,,,,,,
,,"WELLS, TOWNSHIP OF Total",,,,,,,
,DELTA COUNTY Total,,,,,,,,
,DICKINSON COUNTY,"BREEN, TOWNSHIP OF",12/4/12,,,,,,
,,"BREEN, TOWNSHIP OF Total",,,,,,,
,,"BREITUNG, CHARTER TOWNSHIP OF",12/4/12,,,,,,
,,"BREITUNG, CHARTER TOWNSHIP OF Total",,,,,,,
,,DICKINSON COUNTY ALL JURISDICTIONS,12/4/12,,,,,,
,,DICKINSON COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"FELCH, TOWNSHIP OF",12/4/12,,,,,,
,,"FELCH, TOWNSHIP OF Total",,,,,,,
,,"IRON MOUNTAIN, CITY OF",12/4/12,,,,,,
,,"IRON MOUNTAIN, CITY OF Total",,,,,,,
,,"KINGSFORD, CITY OF",12/4/12,,,,,,
,,"KINGSFORD, CITY OF Total",,,,,,,
,,"NORWAY, CITY OF",12/4/12,,,,,,
,,"NORWAY, CITY OF Total",,,,,,,
,,"NORWAY, TOWNSHIP OF",12/4/12,,,,,,
,,"NORWAY, TOWNSHIP OF Total",,,,,,,
,,"SAGOLA, TOWNSHIP OF",12/4/12,,,,,,
,,"SAGOLA, TOWNSHIP OF Total",,,,,,,
,,"WAUCEDAH, TOWNSHIP OF",12/4/12,,,,,,
,,"WAUCEDAH, TOWNSHIP OF Total",,,,,,,
,,"WEST BRANCH, TOWNSHIP OF",12/4/12,,,,,,
,,"WEST BRANCH, TOWNSHIP OF Total",,,,,,,
,DICKINSON COUNTY Total,,,,,,,,
,EATON COUNTY,"BELLEVUE, TOWNSHIP OF",11/26/10,,,,,,
,,"BELLEVUE, TOWNSHIP OF Total",,,,,,,
,,"BELLEVUE, VILLAGE OF",11/26/10,,,,,,
,,"BELLEVUE, VILLAGE OF Total",,,,,,,
,,"BENTON, TOWNSHIP OF",11/26/10,,,,,,
,,"BENTON, TOWNSHIP OF Total",,,,,,,
,,"BROOKFIELD, TOWNSHIP OF",11/26/10,,,,,,
,,"BROOKFIELD, TOWNSHIP OF Total",,,,,,,
,,"CARMEL, TOWNSHIP OF",11/26/10,,,,,,
,,"CARMEL, TOWNSHIP OF Total",,,,,,,
,,"CHARLOTTE, CITY OF",11/26/10,,,,,,
,,"CHARLOTTE, CITY OF Total",,,,,,,
,,"CHESTER, TOWNSHIP OF",11/26/10,,,,,,
,,"CHESTER, TOWNSHIP OF Total",,,,,,,
,,"DELTA, CHARTER TOWNSHIP OF",11/26/10,,,,,,
,,"DELTA, CHARTER TOWNSHIP OF Total",,,,,,,
,,"DIMONDALE, VILLAGE OF",11/26/10,,,,,,
,,"DIMONDALE, VILLAGE OF Total",,,,,,,
,,EATON COUNTY ALL JURISDICTIONS,11/26/10,,,,,,
,,EATON COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"EATON RAPIDS, CITY OF",11/26/10,,,,,,
,,"EATON RAPIDS, CITY OF Total",,,,,,,
,,"EATON RAPIDS, TOWNSHIP OF",11/26/10,,,,,,
,,"EATON RAPIDS, TOWNSHIP OF Total",,,,,,,
,,"EATON, TOWNSHIP OF",11/26/10,,,,,,
,,"EATON, TOWNSHIP OF Total",,,,,,,
,,"HAMLIN, TOWNSHIP OF",11/26/10,,,,,,
,,"HAMLIN, TOWNSHIP OF Total",,,,,,,
,,"KALAMO, TOWNSHIP OF",11/26/10,,,,,,
,,"KALAMO, TOWNSHIP OF Total",,,,,,,
,,"MULLIKEN, VILLAGE OF",11/26/10,,,,,,
,,"MULLIKEN, VILLAGE OF Total",,,,,,,
,,"OLIVET, CITY OF",11/26/10,,,,,,
,,"OLIVET, CITY OF Total",,,,,,,
,,"ONEIDA, CHARTER TOWNSHIP OF",11/26/10,,,,,,
,,"ONEIDA, CHARTER TOWNSHIP OF Total",,,,,,,
,,"POTTERVILLE, CITY OF",11/26/10,,,,,,
,,"POTTERVILLE, CITY OF Total",,,,,,,
,,"ROXAND, TOWNSHIP OF",11/26/10,,,,,,
,,"ROXAND, TOWNSHIP OF Total",,,,,,,
,,"SUNFIELD, TOWNSHIP OF",11/26/10,,,,,,
,,"SUNFIELD, TOWNSHIP OF Total",,,,,,,
,,"SUNFIELD, VILLAGE OF ",11/26/10,,,,,,
,,"SUNFIELD, VILLAGE OF  Total",,,,,,,
,,"VERMONTVILLE, TOWNSHIP OF",11/26/10,,,,,,
,,"VERMONTVILLE, TOWNSHIP OF Total",,,,,,,
,,"VERMONTVILLE, VILLAGE OF",11/26/10,,,,,,
,,"VERMONTVILLE, VILLAGE OF Total",,,,,,,
,,"WALTON, TOWNSHIP OF ",11/26/10,,,,,,
,,"WALTON, TOWNSHIP OF  Total",,,,,,,
,,"WINDSOR, CHARTER TOWNSHIP OF",11/26/10,,,,,,
,,"WINDSOR, CHARTER TOWNSHIP OF Total",,,,,,,
,EATON COUNTY Total,,,,,,,,
,EMMET COUNTY,"HARBOR SPRINGS, CITY OF",12/25/81,,,,,,
,,"HARBOR SPRINGS, CITY OF Total",,,,,,,
,,"PETOSKEY, CITY OF",10/29/82,,,,,,
,,"PETOSKEY, CITY OF Total",,,,,,,
,,"WEST TRAVERSE, TOWNSHIP OF",3/1/87,,,,,,
,,"WEST TRAVERSE, TOWNSHIP OF Total",,,,,,,
,EMMET COUNTY Total,,,,,,,,
,GENESEE COUNTY,"ARGENTINE, TOWNSHIP OF",9/25/09,,,,,,
,,"ARGENTINE, TOWNSHIP OF Total",,,,,,,
,,"ATLAS, TOWNSHIP OF",9/25/09,,,,,,
,,"ATLAS, TOWNSHIP OF Total",,,,,,,
,,"BURTON, CITY OF",9/25/09,,,,,,
,,"BURTON, CITY OF Total",,,,,,,
,,"CLAYTON, TOWNSHIP OF",9/25/09,,,,,,
,,"CLAYTON, TOWNSHIP OF Total",,,,,,,
,,"CLIO, CITY OF",9/25/09,,,,,,
,,"CLIO, CITY OF Total",,,,,,,
,,"DAVISON, CITY OF",9/25/09,,,,,,
,,"DAVISON, CITY OF Total",,,,,,,
,,"DAVISON, TOWNSHIP OF",9/25/09,,,,,,
,,"DAVISON, TOWNSHIP OF Total",,,,,,,
,,"FENTON, CITY OF",9/25/09,,,,,,
,,"FENTON, CITY OF Total",,,,,,,
,,"FENTON, TOWNSHIP OF",9/25/09,,,,,,
,,"FENTON, TOWNSHIP OF Total",,,,,,,
,,"FLINT, CITY OF",9/25/09,,,,,,
,,"FLINT, CITY OF Total",,,,,,,
,,"FLINT, TOWNSHIP OF",9/25/09,,,,,,
,,"FLINT, TOWNSHIP OF Total",,,,,,,
,,"FLUSHING, CITY OF",9/25/09,,,,,,
,,"FLUSHING, CITY OF Total",,,,,,,
,,"FLUSHING, TOWNSHIP OF",9/25/09,,,,,,
,,"FLUSHING, TOWNSHIP OF Total",,,,,,,
,,"FOREST, TOWNSHIP OF",9/25/09,,,,,,
,,"FOREST, TOWNSHIP OF Total",,,,,,,
,,"GAINES, TOWNSHIP OF",9/25/09,,,,,,
,,"GAINES, TOWNSHIP OF Total",,,,,,,
,,"GAINES, VILLAGE OF",9/25/09,,,,,,
,,"GAINES, VILLAGE OF Total",,,,,,,
,,GENESEE COUNTY ALL JURISDICTIONS,9/25/09,,,,,,
,,GENESEE COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"GENESEE, TOWNSHIP OF",9/25/09,,,,,,
,,"GENESEE, TOWNSHIP OF Total",,,,,,,
,,GENESSEE COUNTY UNINCORPORATED AREAS,9/25/09,,,,,,
,,GENESSEE COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"GOODRICH, VILLAGE OF",9/25/09,,,,,,
,,"GOODRICH, VILLAGE OF Total",,,,,,,
,,"GRAND BLANC, CITY OF",9/25/09,,,,,,
,,"GRAND BLANC, CITY OF Total",,,,,,,
,,"GRAND BLANC, TOWNSHIP OF",9/25/09,,,,,,
,,"GRAND BLANC, TOWNSHIP OF Total",,,,,,,
,,"LINDEN, CITY OF",9/25/09,,,,,,
,,"LINDEN, CITY OF Total",,,,,,,
,,"MONTROSE, CITY OF",9/25/09,,,,,,
,,"MONTROSE, CITY OF Total",,,,,,,
,,"MONTROSE, TOWNSHIP OF",9/25/09,,,,,,
,,"MONTROSE, TOWNSHIP OF Total",,,,,,,
,,"MOUNT MORRIS, CITY OF",9/25/09,,,,,,
,,"MOUNT MORRIS, CITY OF Total",,,,,,,
,,"MOUNT MORRIS, TOWNSHIP OF",9/25/09,,,,,,
,,"MOUNT MORRIS, TOWNSHIP OF Total",,,,,,,
,,"MUNDY, TOWNSHIP OF",9/25/09,,,,,,
,,"MUNDY, TOWNSHIP OF Total",,,,,,,
,,"OTISVILLE, VILLAGE OF",9/25/09,,,,,,
,,"OTISVILLE, VILLAGE OF Total",,,,,,,
,,"OTTER LAKE, VILLAGE OF",9/25/09,,,,,,
,,"OTTER LAKE, VILLAGE OF Total",,,,,,,
,,"RICHFIELD, TOWNSHIP OF",9/25/09,,,,,,
,,"RICHFIELD, TOWNSHIP OF Total",,,,,,,
,,"SWARTZ CREEK, CITY OF",9/25/09,,,,,,
,,"SWARTZ CREEK, CITY OF Total",,,,,,,
,,"THETFORD, TOWNSHIP OF",9/25/09,,,,,,
,,"THETFORD, TOWNSHIP OF Total",,,,,,,
,,"VIENNA, TOWNSHIP OF",9/25/09,,,,,,
,,"VIENNA, TOWNSHIP OF Total",,,,,,,
,GENESEE COUNTY Total,,,,,,,,
,GLADWIN COUNTY,"HAY, TOWNSHIP OF",9/22/99,,,,,,
,,"HAY, TOWNSHIP OF Total",,,,,,,
,GLADWIN COUNTY Total,,,,,,,,
,GOGEBIC COUNTY,"BESSEMER, CITY OF",9/1/86,,,,,,
,,"BESSEMER, CITY OF Total",,,,,,,
,,"IRONWOOD, CITY OF",7/17/78,,,,,,
,,"IRONWOOD, CITY OF Total",,,,,,,
,,"IRONWOOD, TOWNSHIP OF",7/1/87,,,,,,
,,"IRONWOOD, TOWNSHIP OF Total",,,,,,,
,GOGEBIC COUNTY Total,,,,,,,,
,GRAND TRAVERSE COUNTY,"LONG LAKE, TOWNSHIP OF",9/30/88,,,,,,
,,"LONG LAKE, TOWNSHIP OF Total",,,,,,,
,,"PARADISE, TOWNSHIP OF",5/4/92,,,,,,
,,"PARADISE, TOWNSHIP OF Total",,,,,,,
,,"TRAVERSE CITY, CITY OF",12/15/82,,,,,,
,,"TRAVERSE CITY, CITY OF Total",,,,,,,
,,"UNION, TOWNSHIP OF",9/30/88,,,,,,
,,"UNION, TOWNSHIP OF Total",,,,,,,
,,"WHITEWATER, TOWNSHIP OF",9/30/88,,,,,,
,,"WHITEWATER, TOWNSHIP OF Total",,,,,,,
,GRAND TRAVERSE COUNTY Total,,,,,,,,
,GRATIOT COUNTY,"ALMA, CITY OF",10/18/11,,,,,,
,,"ALMA, CITY OF Total",,,,,,,
,,"ARCADA, TOWNSHIP OF",10/18/11,,,,,,
,,"ARCADA, TOWNSHIP OF Total",,,,,,,
,,"BETHANY, TOWNSHIP OF",10/18/11,,,,,,
,,"BETHANY, TOWNSHIP OF Total",,,,,,,
,,"EMERSON, TOWNSHIP OF",10/18/11,,,,,,
,,"EMERSON, TOWNSHIP OF Total",,,,,,,
,,GRATIOT COUNTY ALL JURISDICTIONS,10/18/11,,,,,,
,,GRATIOT COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"ITHACA, CITY OF",10/18/11,,,,,,
,,"ITHACA, CITY OF Total",,,,,,,
,,"NEW HAVEN, TOWNSHIP OF",10/18/11,,,,,,
,,"NEW HAVEN, TOWNSHIP OF Total",,,,,,,
,,"NEWARK, TOWNSHIP OF",10/18/11,,,,,,
,,"NEWARK, TOWNSHIP OF Total",,,,,,,
,,"NORTH STAR, TOWNSHIP OF",10/18/11,,,,,,
,,"NORTH STAR, TOWNSHIP OF Total",,,,,,,
,,"PINE RIVER, TOWNSHIP OF",10/18/11,,,,,,
,,"PINE RIVER, TOWNSHIP OF Total",,,,,,,
,,"SEVILLE, TOWNSHIP OF",10/18/11,,,,,,
,,"SEVILLE, TOWNSHIP OF Total",,,,,,,
,,"ST. LOUIS, CITY OF",10/18/11,,,,,,
,,"ST. LOUIS, CITY OF Total",,,,,,,
,,"SUMNER, TOWNSHIP OF",10/18/11,,,,,,
,,"SUMNER, TOWNSHIP OF Total",,,,,,,
,GRATIOT COUNTY Total,,,,,,,,
,HILLSDALE COUNTY,"ADAMS, TOWNSHIP OF",2/19/14,,,,,,
,,"ADAMS, TOWNSHIP OF Total",,,,,,,
,,"ALLEN, TOWNSHIP OF",2/19/14,,,,,,
,,"ALLEN, TOWNSHIP OF Total",,,,,,,
,,"CAMBRIA, TOWNSHIP OF",2/19/14,,,,,,
,,"CAMBRIA, TOWNSHIP OF Total",,,,,,,
,,"CAMDEN, TOWNSHIP OF",2/19/14,,,,,,
,,"CAMDEN, TOWNSHIP OF Total",,,,,,,
,,"FAYETTE, TOWNSHIP OF",2/19/14,,,,,,
,,"FAYETTE, TOWNSHIP OF Total",,,,,,,
,,HILLSDALE COUNTY ALL JURISDICTIONS,2/19/14,,,,,,
,,HILLSDALE COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"HILLSDALE, CITY OF",2/19/14,,,,,,
,,"HILLSDALE, CITY OF Total",,,,,,,
,,"HILLSDALE, TOWNSHIP OF",2/19/14,,,,,,
,,"HILLSDALE, TOWNSHIP OF Total",,,,,,,
,,"JEFFERSON, TOWNSHIP OF",2/19/14,,,,,,
,,"JEFFERSON, TOWNSHIP OF Total",,,,,,,
,,"JONESVILLE, VILLAGE OF",2/19/14,,,,,,
,,"JONESVILLE, VILLAGE OF Total",,,,,,,
,,"LITCHFIELD, TOWNSHIP OF",2/19/14,,,,,,
,,"LITCHFIELD, TOWNSHIP OF Total",,,,,,,
,,"LITCHFIELD,CITY OF",2/19/14,,,,,,
,,"LITCHFIELD,CITY OF Total",,,,,,,
,,"MONTGOMERY, VILLAGE OF",2/19/14,,,,,,
,,"MONTGOMERY, VILLAGE OF Total",,,,,,,
,,"NORTH ADAMS, VILLAGE OF",2/19/14,,,,,,
,,"NORTH ADAMS, VILLAGE OF Total",,,,,,,
,,"READING, TOWNSHIP OF",2/19/14,,,,,,
,,"READING, TOWNSHIP OF Total",,,,,,,
,,"SCIPIO, TOWNSHIP OF",2/19/14,,,,,,
,,"SCIPIO, TOWNSHIP OF Total",,,,,,,
,HILLSDALE COUNTY Total,,,,,,,,
,HOUGHTON COUNTY,"CHASSELL, TOWNSHIP OF",12/5/90,,,,,,
,,"CHASSELL, TOWNSHIP OF Total",,,,,,,
,HOUGHTON COUNTY Total,,,,,,,,
,HURON COUNTY,"BAD AXE, CITY OF",12/2/08,,,,,,
,,"BAD AXE, CITY OF Total",,,,,,,
,,"BINGHAM, TOWNSHIP OF",12/2/08,,,,,,
,,"BINGHAM, TOWNSHIP OF Total",,,,,,,
,,"BLOOMFIELD, TOWNSHIP OF",12/2/08,,,,,,
,,"BLOOMFIELD, TOWNSHIP OF Total",,,,,,,
,,"BROOKFIELD, TOWNSHIP OF",12/2/08,,,,,,
,,"BROOKFIELD, TOWNSHIP OF Total",,,,,,,
,,"CASEVILLE, TOWNSHIP OF",12/2/08,,,,,,
,,"CASEVILLE, TOWNSHIP OF Total",,,,,,,
,,"CASEVILLE, VILLAGE OF",12/2/08,,,,,,
,,"CASEVILLE, VILLAGE OF Total",,,,,,,
,,"CHANDLER, TOWNSHIP OF",12/2/08,,,,,,
,,"CHANDLER, TOWNSHIP OF Total",,,,,,,
,,"COLFAX, TOWNSHIP OF",12/2/08,,,,,,
,,"COLFAX, TOWNSHIP OF Total",,,,,,,
,,"DWIGHT, TOWNSHIP OF",12/2/08,,,,,,
,,"DWIGHT, TOWNSHIP OF Total",,,,,,,
,,"ELKTON, VILLAGE OF",12/2/08,,,,,,
,,"ELKTON, VILLAGE OF Total",,,,,,,
,,"FAIRHAVEN, TOWNSHIP OF",12/2/08,,,,,,
,,"FAIRHAVEN, TOWNSHIP OF Total",,,,,,,
,,"GORE, TOWNSHIP OF",12/2/08,,,,,,
,,"GORE, TOWNSHIP OF Total",,,,,,,
,,"GRANT, TOWNSHIP OF",12/2/08,,,,,,
,,"GRANT, TOWNSHIP OF Total",,,,,,,
,,"HARBOR BEACH, CITY OF",12/2/08,,,,,,
,,"HARBOR BEACH, CITY OF Total",,,,,,,
,,"HUME, TOWNSHIP OF",12/2/08,,,,,,
,,"HUME, TOWNSHIP OF Total",,,,,,,
,,HURON COUNTY ALL JURISDICTIONS,12/2/08,,,,,,
,,HURON COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"HURON, TOWNSHIP OF",12/2/08,,,,,,
,,"HURON, TOWNSHIP OF Total",,,,,,,
,,"KINDE, VILLAGE OF ",12/2/08,,,,,,
,,"KINDE, VILLAGE OF  Total",,,,,,,
,,"LAKE, TOWNSHIP OF",12/2/08,,,,,,
,,"LAKE, TOWNSHIP OF Total",,,,,,,
,,"LINCOLN, TOWNSHIP OF",12/2/08,,,,,,
,,"LINCOLN, TOWNSHIP OF Total",,,,,,,
,,"MCKINLEY, TOWNSHIP OF",12/2/08,,,,,,
,,"MCKINLEY, TOWNSHIP OF Total",,,,,,,
,,"MEADE, TOWNSHIP OF",12/2/08,,,,,,
,,"MEADE, TOWNSHIP OF Total",,,,,,,
,,"OLIVER, TOWNSHIP OF",12/2/08,,,,,,
,,"OLIVER, TOWNSHIP OF Total",,,,,,,
,,"OWENDALE, VILLAGE OF",12/2/08,,,,,,
,,"OWENDALE, VILLAGE OF Total",,,,,,,
,,"PARIS, TOWNSHIP OF",12/2/08,,,,,,
,,"PARIS, TOWNSHIP OF Total",,,,,,,
,,"PIGEON, VILLAGE OF",12/2/08,,,,,,
,,"PIGEON, VILLAGE OF Total",,,,,,,
,,"PORT AUSTIN, TOWNSHIP OF",12/2/08,,,,,,
,,"PORT AUSTIN, TOWNSHIP OF Total",,,,,,,
,,"PORT AUSTIN, VILLAGE OF",12/2/08,,,,,,
,,"PORT AUSTIN, VILLAGE OF Total",,,,,,,
,,"PORT HOPE, VILLAGE OF",12/2/08,,,,,,
,,"PORT HOPE, VILLAGE OF Total",,,,,,,
,,"PTE. AUX BARQUES, TOWNSHIP OF",12/2/08,,,,,,
,,"PTE. AUX BARQUES, TOWNSHIP OF Total",,,,,,,
,,"RUBICON, TOWNSHIP OF",12/2/08,,,,,,
,,"RUBICON, TOWNSHIP OF Total",,,,,,,
,,"SAND BEACH, TOWNSHIP OF",12/2/08,,,,,,
,,"SAND BEACH, TOWNSHIP OF Total",,,,,,,
,,"SEBEWAING, TOWNSHIP OF",12/2/08,,,,,,
,,"SEBEWAING, TOWNSHIP OF Total",,,,,,,
,,"SEBEWAING, VILLAGE OF",12/2/08,,,,,,
,,"SEBEWAING, VILLAGE OF Total",,,,,,,
,,"SHERIDAN, TOWNSHIP OF",12/2/08,,,,,,
,,"SHERIDAN, TOWNSHIP OF Total",,,,,,,
,,"SHERMAN, TOWNSHIP OF",12/2/08,,,,,,
,,"SHERMAN, TOWNSHIP OF Total",,,,,,,
,,"SIGEL, TOWNSHIP OF",12/2/08,,,,,,
,,"SIGEL, TOWNSHIP OF Total",,,,,,,
,,"UBLY, VILLAGE OF",12/2/08,,,,,,
,,"UBLY, VILLAGE OF Total",,,,,,,
,,"VERONA, TOWNSHIP OF",12/2/08,,,,,,
,,"VERONA, TOWNSHIP OF Total",,,,,,,
,,"WINSOR, TOWNSHIP OF",12/2/08,,,,,,
,,"WINSOR, TOWNSHIP OF Total",,,,,,,
,HURON COUNTY Total,,,,,,,,
,INGHAM COUNTY,"ALAIEDON, TOWNSHIP OF",8/16/11,,,,,,
,,"ALAIEDON, TOWNSHIP OF Total",,,,,,,
,,"AURELIUS, TOWNSHIP OF",8/16/11,,,,,,
,,"AURELIUS, TOWNSHIP OF Total",,,,,,,
,,"BUNKER HILL, TOWNSHIP OF",8/16/11,,,,,,
,,"BUNKER HILL, TOWNSHIP OF Total",,,,,,,
,,"DANSVILLE, VILLAGE OF",8/16/11,,,,,,
,,"DANSVILLE, VILLAGE OF Total",,,,,,,
,,"DELHI, CHARTER TOWNSHIP OF",8/16/11,,,,,,
,,"DELHI, CHARTER TOWNSHIP OF Total",,,,,,,
,,INGHAM COUNTY ALL JURISDICTIONS,8/16/11,,,,,,
,,INGHAM COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"INGHAM, TOWNSHIP OF",8/16/11,,,,,,
,,"INGHAM, TOWNSHIP OF Total",,,,,,,
,,"LANSING, CHARTER TOWNSHIP OF",8/16/11,,,,,,
,,"LANSING, CHARTER TOWNSHIP OF Total",,,,,,,
,,"LEROY, TOWNSHIP OF",8/16/11,,,,,,
,,"LEROY, TOWNSHIP OF Total",,,,,,,
,,"LESLIE, CITY OF",8/16/11,,,,,,
,,"LESLIE, CITY OF Total",,,,,,,
,,"LESLIE, TOWNSHIP OF",8/16/11,,,,,,
,,"LESLIE, TOWNSHIP OF Total",,,,,,,
,,"LOCKE, TOWNSHIP OF",8/16/11,,,,,,
,,"LOCKE, TOWNSHIP OF Total",,,,,,,
,,"MASON, CITY OF",8/16/11,,,,,,
,,"MASON, CITY OF Total",,,,,,,
,,"MERIDIAN, CHARTER TOWNSHIP OF",8/16/11,,,,,,
,,"MERIDIAN, CHARTER TOWNSHIP OF Total",,,,,,,
,,"ONONDAGA, TOWNSHIP OF",8/16/11,,,,,,
,,"ONONDAGA, TOWNSHIP OF Total",,,,,,,
,,"STOCKBRIDGE, TOWNSHIP OF",8/16/11,,,,,,
,,"STOCKBRIDGE, TOWNSHIP OF Total",,,,,,,
,,"STOCKBRIDGE, VILLAGE OF",8/16/11,,,,,,
,,"STOCKBRIDGE, VILLAGE OF Total",,,,,,,
,,"VEVAY, TOWNSHIP OF",8/16/11,,,,,,
,,"VEVAY, TOWNSHIP OF Total",,,,,,,
,,"WEBBERVILLE, VILLAGE OF",8/16/11,,,,,,
,,"WEBBERVILLE, VILLAGE OF Total",,,,,,,
,,"WHEATFIELD, TOWNSHIP OF",8/16/11,,,,,,
,,"WHEATFIELD, TOWNSHIP OF Total",,,,,,,
,,"WHITE OAK, TOWNSHIP OF",8/16/11,,,,,,
,,"WHITE OAK, TOWNSHIP OF Total",,,,,,,
,,"WILLIAMSTON, CITY OF",8/16/11,,,,,,
,,"WILLIAMSTON, CITY OF Total",,,,,,,
,,"WILLIAMSTOWN, TOWNSHIP OF",8/16/11,,,,,,
,,"WILLIAMSTOWN, TOWNSHIP OF Total",,,,,,,
,INGHAM COUNTY Total,,,,,,,,
,IONIA COUNTY,"BELDING, CITY OF",1/16/15,,,,,,
,,"BELDING, CITY OF Total",,,,,,,
,,"BERLIN, TOWNSHIP OF",1/16/15,,,,,,
,,"BERLIN, TOWNSHIP OF Total",,,,,,,
,,"BOSTON, TOWNSHIP OF",1/16/15,,,,,,
,,"BOSTON, TOWNSHIP OF Total",,,,,,,
,,"CAMPBELL, TOWNSHIP OF",1/16/15,,,,,,
,,"CAMPBELL, TOWNSHIP OF Total",,,,,,,
,,"CLARKSVILLE, VILLAGE OF",1/16/15,,,,,,
,,"CLARKSVILLE, VILLAGE OF Total",,,,,,,
,,"DANBY, TOWNSHIP OF",1/16/15,,,,,,
,,"DANBY, TOWNSHIP OF Total",,,,,,,
,,"EASTON, TOWNSHIP OF",1/16/15,,,,,,
,,"EASTON, TOWNSHIP OF Total",,,,,,,
,,IONIA COUNTY ALL JURISDICTIONS,1/16/15,,,,,,
,,IONIA COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"IONIA, CITY OF",1/16/15,,,,,,
,,"IONIA, CITY OF Total",,,,,,,
,,"IONIA, TOWNSHIP OF",1/16/15,,,,,,
,,"IONIA, TOWNSHIP OF Total",,,,,,,
,,"KEENE, TOWNSHIP OF",1/16/15,,,,,,
,,"KEENE, TOWNSHIP OF Total",,,,,,,
,,"LAKE ODESSA, VILLAGE OF",1/16/15,,,,,,
,,"LAKE ODESSA, VILLAGE OF Total",,,,,,,
,,"LYONS, TOWNSHIP OF",1/16/15,,,,,,
,,"LYONS, TOWNSHIP OF Total",,,,,,,
,,"LYONS, VILLAGE OF",1/16/15,,,,,,
,,"LYONS, VILLAGE OF Total",,,,,,,
,,"MUIR, VILLAGE OF",1/16/15,,,,,,
,,"MUIR, VILLAGE OF Total",,,,,,,
,,"NORTH PLAINS, TOWNSHIP OF",1/16/15,,,,,,
,,"NORTH PLAINS, TOWNSHIP OF Total",,,,,,,
,,"ODESSA, TOWNSHIP OF",1/16/15,,,,,,
,,"ODESSA, TOWNSHIP OF Total",,,,,,,
,,"ORANGE, TOWNSHIP OF",1/16/15,,,,,,
,,"ORANGE, TOWNSHIP OF Total",,,,,,,
,,"ORLEANS, TOWNSHIP OF",1/16/15,,,,,,
,,"ORLEANS, TOWNSHIP OF Total",,,,,,,
,,"OTISCO, TOWNSHIP OF",1/16/15,,,,,,
,,"OTISCO, TOWNSHIP OF Total",,,,,,,
,,"PEWAMO, VILLAGE OF",1/16/15,,,,,,
,,"PEWAMO, VILLAGE OF Total",,,,,,,
,,"PORTLAND, CITY OF",1/16/15,,,,,,
,,"PORTLAND, CITY OF Total",,,,,,,
